key,count,percent_of_total_changes
abandoned:place,7,0.0
addr:street_1,7,0.0
address:housenumber,7,0.0
aerialway:access,7,0.0
alt_name:1,7,0.0
arcade:right,7,0.0
archaeological_site,7,0.0
artist,7,0.0
artwork_subject,7,0.0
baby_feeding,7,0.0
bldg_eq_res,7,0.0
brand:ja,7,0.0
buidling,7,0.0
capacite en lits/matelas,7,0.0
capacite_lits,7,0.0
capacity:standard,7,0.0
check_date:capacity,7,0.0
check_date:lit,7,0.0
classroom_number,7,0.0
code_ihsi,7,0.0
collapsed,7,0.0
collector,7,0.0
community:fr,7,0.0
consulate,7,0.0
contact:tripadvisor,7,0.0
converted_by,7,0.0
deep_draft,7,0.0
demolished:amenity,7,0.0
demolished:highway,7,0.0
destination:street:to,7,0.0
diet:healthy,7,0.0
e-mail,7,0.0
earth_bank,7,0.0
effectif,7,0.0
emergency:phone,7,0.0
figure,7,0.0
function,7,0.0
geometrie _source_date,7,0.0
geometrie_source_date,7,0.0
geometry_ source _date,7,0.0
golf:course,7,0.0
hfac_capacity_description,7,0.0
hours,7,0.0
id:uid,7,0.0
idp:camp_type,7,0.0
keywords,7,0.0
lamp_model,7,0.0
latitude,7,0.0
lock,7,0.0
longitude,7,0.0
marketplace:alimentary,7,0.0
maxweight:conditional,7,0.0
min:height,7,0.0
monitoring:weather,7,0.0
name:1,7,0.0
name:2,7,0.0
name:lfn,7,0.0
name:pt-br,7,0.0
network:website,7,0.0
note:phone,7,0.0
note:ref,7,0.0
num_buildings,7,0.0
open_air,7,0.0
parking:both:fee,7,0.0
payment:bonifico_bancario,7,0.0
payment:credit_card,7,0.0
payment:mastercard_contactless,7,0.0
personnel de support,7,0.0
personnel_support,7,0.0
pitlatrine,7,0.0
plant:output:steam,7,0.0
plant:solar:tracking,7,0.0
post-quake-build,7,0.0
pumping_station,7,0.0
recycling:wood,7,0.0
ref:crs,7,0.0
reservoir,7,0.0
roof:angle,7,0.0
roof_type,7,0.0
rooftop,7,0.0
seamark:information,7,0.0
service:bicycle:chaintool,7,0.0
ship:type,7,0.0
signialisation,7,0.0
socket:tesla_supercharger,7,0.0
soruce,7,0.0
source:alt_name_1,7,0.0
source:deep_draft,7,0.0
source:loc,7,0.0
source:loc_name,7,0.0
source:note,7,0.0
source:source,7,0.0
source:website,7,0.0
swing_gate:type,7,0.0
temperature,7,0.0
tobacco,7,0.0
treat:inpatient,7,0.0
tunnel:name,7,0.0
vegetarian,7,0.0
votlage-high,7,0.0
was:highway,7,0.0
wikipedia:es,7,0.0
year_of_construction,7,0.0
AND_a_nosr_p,6,0.0
Attribute_additionelle,6,0.0
DAS,6,0.0
DDVDC,6,0.0
DISTRICT,6,0.0
District,6,0.0
Email,6,0.0
Expansion Joint for building >30m long,6,0.0
FIXME:nsl,6,0.0
Front Road,6,0.0
Geometrie_source type,6,0.0
Heavy Overhangs and Cantilever,6,0.0
House hold code,6,0.0
Housing Type,6,0.0
KLL_OID,6,0.0
No,6,0.0
Poundings Possibility,6,0.0
RCODE,6,0.0
Services,6,0.0
Soft/Weak Storey,6,0.0
Types of Cracks,6,0.0
Use,6,0.0
Visible Physical Condition of the building,6,0.0
Visisble Ground Settlement,6,0.0
Vulnerability,6,0.0
WNO,6,0.0
Yr Construction,6,0.0
ZONE,6,0.0
addr:city:simc,6,0.0
addr:provisionalnumber,6,0.0
addres,6,0.0
agritourism,6,0.0
allotments,6,0.0
alt_name:mk,6,0.0
alt_name:zh_pinyin,6,0.0
animal,6,0.0
aquaculture,6,0.0
arcade:left,6,0.0
attribut-source-type,6,0.0
batiment,6,0.0
blind,6,0.0
breakfast,6,0.0
bridge:movable,6,0.0
bridge:ref,6,0.0
building:min_Level,6,0.0
building:status,6,0.0
building_roof_material:unspecified,6,0.0
building_stucture,6,0.0
by,6,0.0
caltrans:district,6,0.0
capacity_ind,6,0.0
changing_table:count,6,0.0
changing_table:fee,6,0.0
clothes:denim,6,0.0
community:gender,6,0.0
contact-person,6,0.0
contact_peraon,6,0.0
date_de_la_fondation,6,0.0
department,6,0.0
destroyed:parking,6,0.0
destroyed:recycling_type,6,0.0
destroyed:smoothness,6,0.0
diet:lactose_free,6,0.0
divider,6,0.0
dp:camp_site,6,0.0
drinking_water:legal,6,0.0
email:pec,6,0.0
extensible_lits,6,0.0
factory,6,0.0
fast_food,6,0.0
fire,6,0.0
flood_pone,6,0.0
floor_type,6,0.0
fondee_par,6,0.0
fuel:diesel:class2,6,0.0
geometry_ source_ type,6,0.0
gnis:name,6,0.0
harbour:name,6,0.0
harbour:namenational,6,0.0
healthcare_departments:operating_room,6,0.0
imagery:date_traced,6,0.0
language:de,6,0.0
lgbtq,6,0.0
license_classes,6,0.0
light:colour,6,0.0
monitoring:bicycle,6,0.0
nam,6,0.0
name1,6,0.0
name:full,6,0.0
nom de l'organisation,6,0.0
note:surface,6,0.0
notes,6,0.0
number:goat,6,0.0
number:pig,6,0.0
ofiice,6,0.0
open_space,6,0.0
opening_hours:drive_through,6,0.0
opreator,6,0.0
parking:right:fee,6,0.0
passengers,6,0.0
payment:Cash,6,0.0
payment:check,6,0.0
pers resp,6,0.0
personne_de_support,6,0.0
pid,6,0.0
pump:type,6,0.0
q,6,0.0
railway:position,6,0.0
rcn_ref,6,0.0
recording:automated,6,0.0
ref:miur,6,0.0
ref:name,6,0.0
rotor:diameter,6,0.0
save,6,0.0
sccgis:shapestare,6,0.0
sccgis:shapestlen,6,0.0
seamark:light:1:group,6,0.0
seamark:light:category,6,0.0
section communal,6,0.0
service:bicycle:Bicycle_Sales_and_Service,6,0.0
service:bicycle:ebike,6,0.0
service:bicycle:sales,6,0.0
service:vehicle:Sale,6,0.0
service:vehicle:sale,6,0.0
shade,6,0.0
sidewalk:left:bicycle,6,0.0
socket:chademo:output,6,0.0
street,6,0.0
street_lamp,6,0.0
survelliance,6,0.0
text2,6,0.0
tiger:name_direction_prefixsS,6,0.0
underpass,6,0.0
wash_operator_type,6,0.0
wetap:status,6,0.0
+tracktype,5,0.0
ANSICODE,5,0.0
BUILDING,5,0.0
Bldg_slope_land,5,0.0
CGI,5,0.0
Courtyard,5,0.0
Coverage,5,0.0
DES_TP,5,0.0
EQ Design,5,0.0
FIXME:oneway,5,0.0
FIXME:top,5,0.0
Famille,5,0.0
Ground,5,0.0
HIV_Service,5,0.0
HUB FO Exi,5,0.0
HealthC_ID,5,0.0
Heritage Walk,5,0.0
Home,5,0.0
House_No,5,0.0
Hub Microw,5,0.0
Humanitarian:Obstacle:OperationalStatus,5,0.0
Key_Info:,5,0.0
KotaKab,5,0.0
Lat,5,0.0
Long,5,0.0
Micro clus,5,0.0
NO,5,0.0
Number Story,5,0.0
Occupants,5,0.0
Option,5,0.0
Parlour,5,0.0
Responsable,5,0.0
"Roof top Water Tank, heavy machinery or other large mass",5,0.0
Short_column,5,0.0
Site ID,5,0.0
Site Impor,5,0.0
Site Rank,5,0.0
Site name,5,0.0
Structural,5,0.0
TRACKTYPE,5,0.0
Tole,5,0.0
Water_quality_issue,5,0.0
_ADM2_NAME_,5,0.0
_Descrip_,5,0.0
_Id_,5,0.0
acces_deta,5,0.0
addr:even,5,0.0
addr:odd,5,0.0
addr:town,5,0.0
addr:vdc,5,0.0
adress:street,5,0.0
aminity,5,0.0
animal_keeping,5,0.0
area:aeroway,5,0.0
artwork,5,0.0
auto_rickshaw,5,0.0
backup_generator,5,0.0
blocked,5,0.0
bridge:name:en,5,0.0
bridge_ref,5,0.0
brownfield:source20150501:,5,0.0
brownfield:source_20150415,5,0.0
building_base_material:sheet_metal,5,0.0
buried:wikipedia,5,0.0
cable_number,5,0.0
canal,5,0.0
cap,5,0.0
capacity_surface,5,0.0
cash_withdrawal,5,0.0
check_date:bin,5,0.0
class:bicycle:touring,5,0.0
clothes:suits,5,0.0
collection_times:signed,5,0.0
colour:back,5,0.0
colour:text,5,0.0
commercial,5,0.0
community:en,5,0.0
computer:repair,5,0.0
consulting,5,0.0
cooperative,5,0.0
cycle_barrier:installation,5,0.0
cycleway:right:foot,5,0.0
destination:ref:forward,5,0.0
destination:ref:to:lanes,5,0.0
diameter_crown,5,0.0
disused:phone,5,0.0
education:boarding,5,0.0
ele:ft,5,0.0
extensible alits,5,0.0
fhrs:local_authority_id,5,0.0
field_11,5,0.0
field_6,5,0.0
fire_hydrant:couplings,5,0.0
fix me,5,0.0
fixed,5,0.0
garden,5,0.0
gatenumber,5,0.0
genus:en,5,0.0
gnis:county,5,0.0
group_only,5,0.0
gt10,5,0.0
half_RCC,5,0.0
harbour:LOCODE,5,0.0
heading,5,0.0
height:official,5,0.0
hfac_medical_service_description,5,0.0
historical,5,0.0
iod,5,0.0
is_in:suburb,5,0.0
key2,5,0.0
landfill_type:other,5,0.0
lieu,5,0.0
light:lit,5,0.0
lines,5,0.0
min_level,5,0.0
monitoring:air_quality,5,0.0
mtb:scale:incline,5,0.0
name:MINUSTAH,5,0.0
name:ace,5,0.0
name:as,5,0.0
name:ba,5,0.0
name:bar,5,0.0
name:csb,5,0.0
name:etimology,5,0.0
name:hydropower_project,5,0.0
name:ie,5,0.0
name:kl,5,0.0
name:krc,5,0.0
name:kv,5,0.0
name:ky,5,0.0
name:lez,5,0.0
name:lzh,5,0.0
name:mzn,5,0.0
name:nan,5,0.0
name:pi,5,0.0
name:sd,5,0.0
name:tk,5,0.0
name:tw,5,0.0
name:udm,5,0.0
name:wuu,5,0.0
name:xal,5,0.0
name:zea,5,0.0
name_en,5,0.0
ngo,5,0.0
nom du centre de soin cholera,5,0.0
nom et prenom du representant de l'organisation,5,0.0
number:bee,5,0.0
obstacles,5,0.0
official_name:de,5,0.0
parking:both:fee:conditional,5,0.0
parking:fee,5,0.0
pastry,5,0.0
paved:date,5,0.0
payment:none,5,0.0
payment:visa_electron,5,0.0
person_contact,5,0.0
piste:difficulty,5,0.0
planned:building,5,0.0
power_source_others,5,0.0
practicability:hgv,5,0.0
proposed:highway,5,0.0
public,5,0.0
purpose,5,0.0
radio,5,0.0
railway:ref,5,0.0
rcn,5,0.0
ref:EU:ENTSOE_EIC,5,0.0
ref:NILDE,5,0.0
ref:enel:area,5,0.0
ref:enel:type,5,0.0
rehab_done,5,0.0
resort,5,0.0
restriction,5,0.0
roof:hight,5,0.0
seamark:fixme,5,0.0
seamark:fog_signal:category,5,0.0
seamark:small_craft_facility:category,5,0.0
secondary,5,0.0
sells,5,0.0
service:bicycle:mtb,5,0.0
service:bicycle:parts,5,0.0
service:vehicle:painting,5,0.0
service_type,5,0.0
short_column,5,0.0
shower_gd,5,0.0
sidewalk:both:bicycle,5,0.0
socket:tesla_supercharger_ccs,5,0.0
socket:tesla_supercharger_ccs:output,5,0.0
source:abandoned,5,0.0
source:outline,5,0.0
source:pkey,5,0.0
source:postcode,5,0.0
source:ref:version,5,0.0
source:subject,5,0.0
stop:direction,5,0.0
sub_sea,5,0.0
todo,5,0.0
type:it,5,0.0
vdc_code,5,0.0
vdc_name,5,0.0
vui,5,0.0
waste_disposal:trash,5,0.0
waste_type:other,5,0.0
water_provision,5,0.0
well_clsd,5,0.0
widht,5,0.0
width:lanes:backward,5,0.0
wreck:visible_at_high_tide,5,0.0
wreck:visible_at_low_tide,5,0.0
 note,4,0.0
#GWUmapaton,4,0.0
AND_nodes,4,0.0
Adresse,4,0.0
Attribute_source,4,0.0
Authority,4,0.0
COMM_CODE,4,0.0
Data Source Date,4,0.0
Departemen,4,0.0
Effectif,4,0.0
FIXME:garmin,4,0.0
Fixme,4,0.0
Flood/landslide_risk,4,0.0
HOUSE,4,0.0
ICAO,4,0.0
ID_Com,4,0.0
Id_dep,4,0.0
Mis_a_jour,4,0.0
NO_PRMT,4,0.0
NO_PRMT_SI,4,0.0
NO_SITE,4,0.0
Natural,4,0.0
Neghborhood,4,0.0
Nom du camp,4,0.0
Nom_Sectio,4,0.0
Paiement,4,0.0
Ponding,4,0.0
Road Length,4,0.0
Road Name,4,0.0
Rooftop_water_tank,4,0.0
Safe_place,4,0.0
School Area,4,0.0
Sect_X_lab,4,0.0
Sect_Y_lab,4,0.0
Section_,4,0.0
Settlement,4,0.0
Shape_Le_1,4,0.0
Shape_Le_2,4,0.0
Short_coloumn,4,0.0
Soft/weak_story,4,0.0
Surgical,4,0.0
Typology,4,0.0
VF_Softstorey,4,0.0
Wardno,4,0.0
Water,4,0.0
Water Tank,4,0.0
abandoned:industrial,4,0.0
access:lane:both_ways,4,0.0
access:lanes:both_ways,4,0.0
access:motor_vehicle:conditional,4,0.0
addr:city_1,4,0.0
addr:door,4,0.0
addr:street:sym_ul,4,0.0
agent autorise,4,0.0
alt_name_5,4,0.0
alt_name_6,4,0.0
amenity_old,4,0.0
animal_keeping:type,4,0.0
art:type,4,0.0
assembly_point:flood,4,0.0
assigned_to_id,4,0.0
association,4,0.0
attribution source date,4,0.0
autorickshaw,4,0.0
bad_bldg,4,0.0
barrier:,4,0.0
barrier:type,4,0.0
barriers:obstacle_canal_location,4,0.0
base -material,4,0.0
baseball:outfield_fence,4,0.0
bicycle:oneway,4,0.0
boudary,4,0.0
brand_2,4,0.0
brid,4,0.0
bridge_base_material:reinforced_concrete,4,0.0
building:color,4,0.0
building:roof:shape,4,0.0
buillding,4,0.0
caltrans:dynsegpm,4,0.0
caltrans:type,4,0.0
capacite en lits,4,0.0
capacity:bus,4,0.0
cash_out,4,0.0
cell,4,0.0
changing_table:location,4,0.0
channel,4,0.0
charging_station:output,4,0.0
check_date:sidewalk,4,0.0
cliff,4,0.0
code_secti,4,0.0
coffee,4,0.0
communication:4g,4,0.0
communication:5g,4,0.0
community:de,4,0.0
community:it,4,0.0
construction:amenity,4,0.0
contact _person,4,0.0
contact:Pers,4,0.0
contact:district,4,0.0
contact:telegram,4,0.0
containers,4,0.0
cooperatives,4,0.0
cost:coffee,4,0.0
country:name,4,0.0
crossing:activation,4,0.0
cycleway:right:surface,4,0.0
damage:highway,4,0.0
damage:type,4,0.0
demolished,4,0.0
diet:non-vegetarian,4,0.0
disused:fuel,4,0.0
dogs,4,0.0
ecole,4,0.0
education:students_female,4,0.0
education:students_male,4,0.0
etat,4,0.0
excreta_management_actions_needed,4,0.0
expert:health,4,0.0
extensible a lits,4,0.0
fees,4,0.0
fields,4,0.0
fields_ID,4,0.0
floors,4,0.0
fruit,4,0.0
fuel:benzina,4,0.0
gall,4,0.0
glideslope,4,0.0
hairdresser,4,0.0
health,4,0.0
healthcare:counselling,4,0.0
healthcare_departments:others,4,0.0
height_building_level_1,4,0.0
highway:subclass,4,0.0
highway:surface_condition,4,0.0
highway_2,4,0.0
highways,4,0.0
horaire,4,0.0
hot_water,4,0.0
household code,4,0.0
humanitarian:obstacle:operationalstatus,4,0.0
humanitarian:obstacle:operationalstatusquality,4,0.0
id_Section,4,0.0
incubator:business_accelerator,4,0.0
inner,4,0.0
key1,4,0.0
landslide:source_20150503,4,0.0
landuse=brownfield,4,0.0
language:descriptions:en,4,0.0
language:descriptions:it,4,0.0
len,4,0.0
levels_ count,4,0.0
light:method,4,0.0
lighthouse,4,0.0
livestock:bee,4,0.0
living_street,4,0.0
localizer,4,0.0
mattress,4,0.0
max_level,4,0.0
mesure en largeur,4,0.0
mobile_phone,4,0.0
mvdgis:cod_nombre,4,0.0
mvdgis:padron,4,0.0
name:genitive,4,0.0
name:zh-Hans,4,0.0
name_ruelle,4,0.0
no_natural,4,0.0
nom,4,0.0
nom du centre de soin colera,4,0.0
nom_utc,4,0.0
not:operator:wikidata,4,0.0
note2,4,0.0
note:bus_routes,4,0.0
note:pl,4,0.0
note_2,4,0.0
nsdi_code,4,0.0
numer_sect,4,0.0
official_name:es,4,0.0
old_name:pt,4,0.0
old_operator,4,0.0
opening_hours:post_office,4,0.0
operating,4,0.0
operator_emptying,4,0.0
outdoor,4,0.0
parking:condition:both:vehicles,4,0.0
parking:lane:right:diagonal,4,0.0
parking:lane:right:parallel,4,0.0
parking:right:access,4,0.0
payment:Bitcoin,4,0.0
payment:dkv,4,0.0
payment:uta,4,0.0
phone:IT,4,0.0
picnic_table,4,0.0
planned:landuse,4,0.0
prop_key,4,0.0
proposed:cycleway:left,4,0.0
proposed:cycleway:right,4,0.0
railway:signal:distant,4,0.0
railway:signal:distant:form,4,0.0
railway:signal:distant:height,4,0.0
railway:signal:distant:repeated,4,0.0
railway:signal:distant:shortened,4,0.0
railway:signal:distant:states,4,0.0
railway:signal:speed_limit_distant,4,0.0
railway:signal:speed_limit_distant:form,4,0.0
railway:signal:speed_limit_distant:height,4,0.0
railway:signal:speed_limit_distant:speed,4,0.0
razed:building,4,0.0
rebuilt,4,0.0
reconstruction,4,0.0
recording:remote,4,0.0
recycling:diapers,4,0.0
ref:Sahana_id,4,0.0
reference_point,4,0.0
rooftop_water_tank,4,0.0
sells:tobacco,4,0.0
service:bicycle:bicycle,4,0.0
service:vehicle:truck_repair,4,0.0
short column,4,0.0
shower_number,4,0.0
showroom,4,0.0
socket:tesla_standard,4,0.0
source.bridge:structure,4,0.0
source:20150514,4,0.0
source:bridge:structure,4,0.0
source:imagery:sensor,4,0.0
source:maxweight,4,0.0
source:name:etimology,4,0.0
source:tracer,4,0.0
source:zoomlevel,4,0.0
source_ref1,4,0.0
status operationnel,4,0.0
street lamp,4,0.0
structure operationnel,4,0.0
tag:undocumented,4,0.0
tel,4,0.0
test,4,0.0
tiger:AREAID,4,0.0
tiger:COUNTYFP,4,0.0
tower:type:fixme,4,0.0
toys,4,0.0
toys:board_games,4,0.0
toys:ccg,4,0.0
toys:table_top_games,4,0.0
turning_circle,4,0.0
type d'operateur,4,0.0
video,4,0.0
water_supply_management_status,4,0.0
white,4,0.0
width:sidewalk,4,0.0
workers:studying,4,0.0
working Hours,4,0.0
zhb_code,4,0.0
ACCESS_TYP,3,0.0
AGNCY_LEV,3,0.0
AGNCY_WEB,3,0.0
Access to Fire Brigade,3,0.0
Amenity,3,0.0
Beds,3,0.0
Bldg_eq_res,3,0.0
Building in Slope Land,3,0.0
"Building situated close to slope, susceptible to fail in earthquake",3,0.0
CEMT,3,0.0
COUNTY,3,0.0
D/P - safe place,3,0.0
D/P awarness,3,0.0
D/P risk zone,3,0.0
DAN,3,0.0
DP-E/Q resistance,3,0.0
DP-toolkit,3,0.0
DSH,3,0.0
Damage,3,0.0
Deep water,3,0.0
Dp-)pen space,3,0.0
E/Q Resistance,3,0.0
Eng/Non-Eng,3,0.0
Er. Rajendra,3,0.0
Etat,3,0.0
Figure,3,0.0
Flood/Landslide_risk Zone,3,0.0
GON_PVT,3,0.0
H/w no,3,0.0
HE_ref,3,0.0
HR:SAR,3,0.0
Hours Of Operation,3,0.0
House name,3,0.0
House_No.,3,0.0
Information,3,0.0
KSJ2:INT,3,0.0
KSJ2:INT_label,3,0.0
KSJ2:LIN,3,0.0
KSJ2:OPC,3,0.0
KSJ2:RAC,3,0.0
KSJ2:RAC_label,3,0.0
Keyword,3,0.0
LAYER,3,0.0
NSTAFF,3,0.0
Party,3,0.0
Risk Zone,3,0.0
Roof_top_watertank,3,0.0
Safe Place,3,0.0
Sahana:is_in:city,3,0.0
Sahana:name,3,0.0
Sattal,3,0.0
Sloping,3,0.0
Soft/weak Storey,3,0.0
StratMap,3,0.0
Teachers,3,0.0
V/F - cantilever,3,0.0
V/F - ponding,3,0.0
V/F - settlement,3,0.0
V/F - short column,3,0.0
V/F - sloping,3,0.0
V/F soft weak storey,3,0.0
WardNo,3,0.0
_ADM1_NAME_,3,0.0
_ADM3_NAME_,3,0.0
abandoned:sport,3,0.0
access:delivery,3,0.0
addr-:street,3,0.0
addr:city:en,3,0.0
addr:neighborhood,3,0.0
addr:region,3,0.0
addr_country,3,0.0
addr_street,3,0.0
address:postal_code,3,0.0
administrative,3,0.0
adormo:description,3,0.0
adormo:name,3,0.0
alt_name:ne,3,0.0
altname,3,0.0
am,3,0.0
amenity_2,3,0.0
ammunity,3,0.0
artwork_subject:wikidata,3,0.0
att ribute source type,3,0.0
attribution source name,3,0.0
autre_contact_person,3,0.0
bicycle:conditional,3,0.0
bilding,3,0.0
bldg_eq_Res,3,0.0
bldg_slope_land,3,0.0
blood:whole,3,0.0
bridge:type,3,0.0
building:cladding,3,0.0
building:shape,3,0.0
building:units,3,0.0
building_damage,3,0.0
building_roof_material:plastic_sheeting,3,0.0
building_roof_material:wood,3,0.0
butcher,3,0.0
cafeteriat,3,0.0
capacity:pupils,3,0.0
capacity_individuals_building_level_3,3,0.0
car_wash,3,0.0
cash_withdrawal:type,3,0.0
categorie,3,0.0
centre_cholera,3,0.0
chance_of_meeting_one_horned_rhino,3,0.0
change:backward,3,0.0
change:forward,3,0.0
climbing:sport,3,0.0
clothes:leather,3,0.0
cocktails,3,0.0
code,3,0.0
commons,3,0.0
communication:gsm,3,0.0
computer:sales,3,0.0
construction_year,3,0.0
contact:name,3,0.0
contact:other,3,0.0
contact:sms,3,0.0
contact:yelp,3,0.0
contact_no,3,0.0
convenience,3,0.0
cooling:method,3,0.0
corridor,3,0.0
country ,3,0.0
crossing:saltire,3,0.0
cuisine_1,3,0.0
cycleway:left:foot,3,0.0
damage-type,3,0.0
damage:structure:roof,3,0.0
dance:style,3,0.0
data,3,0.0
delivery:description,3,0.0
demolished:leisure,3,0.0
description canal,3,0.0
description du canal,3,0.0
description_1,3,0.0
description_2,3,0.0
description_3,3,0.0
destination:int_ref:forward,3,0.0
destroyed:capacity,3,0.0
destroyed:emergency,3,0.0
destroyed:highway,3,0.0
destroyed:historic,3,0.0
diet:fish,3,0.0
diplomatic:sending_country,3,0.0
direction_southwest,3,0.0
display:digital,3,0.0
disused:fuel:cng,3,0.0
disused:fuel:diesel,3,0.0
disused:man_made,3,0.0
disused:office,3,0.0
disused:operator,3,0.0
disused:website,3,0.0
donation:compensation:vouchers,3,0.0
door:wings,3,0.0
drinkable,3,0.0
effectifs,3,0.0
electronics_repair,3,0.0
email_1,3,0.0
events,3,0.0
exit,3,0.0
exit_to:left,3,0.0
facebook:page,3,0.0
facing,3,0.0
fax:,3,0.0
fee:bicycle,3,0.0
fee:person,3,0.0
fitness,3,0.0
footprints,3,0.0
from,3,0.0
fuel:octane_92,3,0.0
garden:style,3,0.0
generator:output:hot_water,3,0.0
geography,3,0.0
gnis:created:old,3,0.0
gnis:feature_id:old,3,0.0
grass,3,0.0
ground,3,0.0
haitiantag,3,0.0
harbour:size,3,0.0
heating,3,0.0
heavy_overhangs,3,0.0
higheway,3,0.0
higthway,3,0.0
imappasble,3,0.0
is_in:island,3,0.0
is_in:village,3,0.0
it,3,0.0
key_info:,3,0.0
kids_area:outdoor,3,0.0
km,3,0.0
komal- shrestha,3,0.0
landusw,3,0.0
lanes:both,3,0.0
lanes:left,3,0.0
lanes:right,3,0.0
lawyer:speciality,3,0.0
lawyer:specialty,3,0.0
leisure_2,3,0.0
lifeguard,3,0.0
max_speed,3,0.0
military_unit,3,0.0
missing,3,0.0
monitoring:seismic_activity,3,0.0
multi-story,3,0.0
name:smn,3,0.0
name:sms,3,0.0
name_official,3,0.0
natutral,3,0.0
network:type,3,0.0
new territory,3,0.0
nickname,3,0.0
nist:fips_code,3,0.0
nist:state_fips,3,0.0
node,3,0.0
nom_resp,3,0.0
nome,3,0.0
not:network:wikidata,3,0.0
note:fixme,3,0.0
note:fr,3,0.0
note:it,3,0.0
note:question,3,0.0
note:route_ref,3,0.0
nrhp:id,3,0.0
oneway:motor_vehicle,3,0.0
opening_hours:kitchen,3,0.0
operator:description,3,0.0
original:source,3,0.0
outdoor_seating:seasonal,3,0.0
p,3,0.0
parcel_locker:type,3,0.0
parking:condition:right:time_interval,3,0.0
parking:lane,3,0.0
parking:lane:both:parallel,3,0.0
parking:lane:left:parallel,3,0.0
parking:left:fee,3,0.0
parking:left:fee:conditional,3,0.0
parkway,3,0.0
patio,3,0.0
paving_stones:pattern,3,0.0
paving_stones:shape,3,0.0
payment:Amex,3,0.0
payment:Checks,3,0.0
payment:Discover,3,0.0
payment:MasterCard,3,0.0
payment:Paypal,3,0.0
payment:Visa,3,0.0
payment:bonifico,3,0.0
payment:diners_club,3,0.0
payment:discover,3,0.0
payment:free,3,0.0
person:count,3,0.0
pevents,3,0.0
plant:output:cold_water,3,0.0
pole:type,3,0.0
port,3,0.0
poundings,3,0.0
practicability:motorbike,3,0.0
proposed:oneway:bicycle,3,0.0
protection_class,3,0.0
public_under18:morning,3,0.0
question,3,0.0
railway:signal:crossing:form,3,0.0
razed:highway,3,0.0
rcn_region,3,0.0
recycling:food_waste,3,0.0
recycling:general_waste,3,0.0
recycling:grass,3,0.0
recycling:oil,3,0.0
recycling:tyres,3,0.0
ref:RNEE,3,0.0
ref:dove,3,0.0
ref:enel:type:connection,3,0.0
ref:istat,3,0.0
ref:navads,3,0.0
region,3,0.0
retail,3,0.0
rfconc_bldg,3,0.0
safe_to_stop,3,0.0
sanitary_dump_station:basin,3,0.0
school:fundamental_first_cycle,3,0.0
school:fundamental_second_cycle,3,0.0
seamark:fog_signal:frequency,3,0.0
seamark:fog_signal:generation,3,0.0
seamark:light:#:sector_end,3,0.0
seamark:light:#:sector_start,3,0.0
seamark:light:2:character,3,0.0
seamark:light:2:colour,3,0.0
seamark:longname,3,0.0
secteur,3,0.0
security:classification,3,0.0
servce,3,0.0
service:bicycle:clothing,3,0.0
service:bicycle:dealer,3,0.0
service:vehicle:tyes,3,0.0
signal,3,0.0
soft/weak _storey,3,0.0
sorey,3,0.0
souce 2,3,0.0
sourc,3,0.0
source:check_date,3,0.0
source:imagery:datetime,3,0.0
source:imagery:id,3,0.0
source:maxspeed_1,3,0.0
source:maxstay,3,0.0
source:prominence,3,0.0
souvenirs,3,0.0
ssr:date,3,0.0
ssr:gruppe,3,0.0
ssr:hovedgruppe,3,0.0
ssr:type,3,0.0
staff no,3,0.0
static_caravans,3,0.0
stile,3,0.0
strapline,3,0.0
subway,3,0.0
survey_ref,3,0.0
tank_clsd,3,0.0
telecomunication,3,0.0
telescope:spectrum,3,0.0
temp:reservoir,3,0.0
time,3,0.0
toilets:disabled,3,0.0
toilets:paper_supplied,3,0.0
tole_name,3,0.0
tourism_2,3,0.0
tractype,3,0.0
trail,3,0.0
training,3,0.0
type d'objet,3,0.0
type:en,3,0.0
uir_adr:ADRESA_KOD,3,0.0
unclear,3,0.0
urgent_care,3,0.0
user:booking_id,3,0.0
vaccination,3,0.0
variable_message:model,3,0.0
visible_grd_settlement,3,0.0
ward_no,3,0.0
was:atm,3,0.0
wheelchair:entrance_width,3,0.0
working hours,3,0.0
works,3,0.0
wtr_strge,3,0.0
zoo,3,0.0
 #GWUmapathon,2,0.0
+sou,2,0.0
-1,2,0.0
2fix,2,0.0
3dr:type,2,0.0
3rd_cement_mortar,2,0.0
3rd_floor_load_bearing_brick_wall_in_cement_mortar,2,0.0
AAE,2,0.0
AAN,2,0.0
Aminity,2,0.0
Association,2,0.0
Attribute,2,0.0
Aware,2,0.0
BULDING,2,0.0
Bing,2,0.0
Boys,2,0.0
Bridge,2,0.0
Business hours,2,0.0
Cement,2,0.0
Clouds,2,0.0
Compound,2,0.0
Contact,2,0.0
Contact No.,2,0.0
DATA_YESNO,2,0.0
DT_ADD,2,0.0
DT_MANT,2,0.0
Damage:Event,2,0.0
Discription,2,0.0
EQ resistant,2,0.0
EQ_RESISTANT,2,0.0
ESA Memorial School,2,0.0
Ecole de Droit,2,0.0
Expansion joint for building >30 m long,2,0.0
FCC_asrn_ref,2,0.0
FIXME:ref,2,0.0
FIXME:tagging,2,0.0
FLOOD_RISK,2,0.0
GNS:dsg_code,2,0.0
GNS:dsg_name,2,0.0
GNS:modify_date,2,0.0
G_SETTLEMENT,2,0.0
Galli,2,0.0
Geometry_Source_name,2,0.0
Girls,2,0.0
Google Plus,2,0.0
Ground settelment,2,0.0
